year,id,Field,QRA,LRA,CRA,RTR,ITR,NWR,ATR,ETR,FAT,LTA,CAT,GPM,EBI,NPM,REQ,ROA,CAS,ICU,CEQ,LTE,STF,STD,ICR,DER,LER,TFD
2002,23,Banking,NA,0.528313139100205,0.00115395617875654,430.367346938775,NA,-2.38444142921755,0.40668813761981,1.69911296997576,18.2997791101294,Inf,2.12886943274322,NA,0.495193302524486,0.321376224306801,0.546054510961523,0.130699898138619,0.191034795917831,NA,0.00218422767361398,0,0,0.47537684967501,4.07712784837084,3.17792606374018,0.760646793470352,0
2003,23,Banking,NA,0.313386185277134,3.99927397795477e-05,460.814360770578,NA,-1.17892826739549,0.383640756244323,1.54514011227773,18.1003645869161,Inf,2.58297421197813,NA,0.444210926365796,0.3249216152019,0.502049420994527,0.124653174176184,0.148526746595166,NA,0.000127614877931461,0,0,0.630483483361167,3.74745110612376,3.02757029102953,0.751711347601489,0
2004,23,Banking,NA,0.206640159879985,2.09816253416071e-05,213.987160120846,NA,-0.936601024142388,0.368372534487915,1.59315657772654,15.3635377691015,Inf,3.59592075035855,NA,0.483571521853458,0.336511141151846,0.53611493800433,0.123961461949526,0.102441783359988,NA,0.00010153701658861,0,0,0.644853917381929,3.29449814841533,3.32485168836281,0.768778198177114,0
2005,23,Banking,NA,0.23930746976694,0.00398914664606207,686.272536687631,NA,-0.773273049821299,0.312504892554725,1.70203296417616,13.5746216048103,Inf,2.45802203083115,NA,0.452387643881815,0.329749016349373,0.561243695731295,0.103048180924287,0.127136733778198,NA,0.0166695450415612,0,0,0.650751888491312,3.02249163196996,4.44642021525503,0.816393160924478,0
2006,23,Banking,NA,0.205379390090202,0.0177726916904437,8.4898620303906,NA,-0.781849010033804,0.307363310599931,1.64655125655397,11.8296746119374,Inf,3.02500332159702,NA,0.366369004318071,0.232124474652948,0.382204845416742,0.0713465470005999,0.101607594413371,NA,0.0865359064638278,0,0.155061429725908,0.608279293363639,3.20606322667435,4.35701952630627,0.813329035839914,0.256242303778112
2007,23,Banking,NA,0.124351944454024,0.0330743027056439,9.69633179446006,NA,-0.845563089525885,0.321856531791137,1.58619996141801,11.2257305524894,Inf,5.95419459209614,NA,0.343916658256934,0.219752779740049,0.348571850745166,0.0707288675385938,0.0540554271132461,NA,0.26597334565904,0,0.246644202387483,0.545355379672439,3.26037041579787,3.928282650008,0.797089560194285,0.274518715879111
2008,23,Banking,NA,0.168163741401005,0.043672333507839,22.9089791527941,NA,-0.823036452668945,0.321376989151195,1.73614583171591,10.250784992322,Inf,4.07121985854338,NA,0.309863343260623,0.198729128097806,0.345022747387544,0.0638669688447151,0.0789387457119986,NA,0.259701247986018,0,0.220408584363112,0.57604787039862,3.27993278583769,4.40220952440104,0.814890556265332,0.258329791492881
2009,23,Banking,NA,0.113553333487287,0.0394229807018759,16.2241691296218,NA,-0.934305567857558,0.387070755619768,1.54819167887371,12.2141721914449,Inf,7.29359527102145,NA,0.274646303356563,0.170765166991659,0.264377210577966,0.0660982022209975,0.0530699526415537,NA,0.347175899563437,0,0.253300714731136,0.623154410706577,3.11851492253789,2.99976689104603,0.749985969466681,0.282309205161414
2010,23,Banking,NA,0.267611835863788,0.0407550902075968,14.1659790292487,NA,-0.84844793230775,0.296229009294765,1.31809334715675,12.4404698714546,Inf,2.32199454669981,NA,0,0.221694140519202,0.292213571721993,0.0656722356124576,0.12757523901845,NA,0.152291807557947,0,0.24668300767101,0.614913458362336,0,3.44957551691086,0.775259460998146,0.264647007370464
2011,23,Banking,NA,0.388202788311767,0.0593735380076725,12.6729883095827,NA,-1.06887822116025,0.258336841262994,1.3697179445204,12.8606468652581,60.2127508615447,1.68452348882909,NA,0.257965959610072,0.176639020703331,0.241945636359863,0.0456323666522871,0.153359002101279,NA,0.152944645930749,0.00429040091287346,0.32001406334831,0.486876441372613,3.17202765358503,4.30206198165129,0.811394132422315,0.344061638626615
2012,23,Banking,NA,0.326479869496035,0.0485117734365598,8.64900760526804,NA,-0.694256862392807,0.238640225468988,1.43178956806918,15.0295906307081,Inf,1.43223523485191,NA,0.214763469363828,0.149649271806486,0.214266266241676,0.0357123359651697,0.166620831314531,NA,0.148590397047892,0,0.289040367293276,0.612431156054193,3.29825871192991,4.99978300077178,0.833327305358983,0.296213117230937
2013,23,Banking,NA,0.217805869889239,0.049640360206502,11.8412439971055,NA,-0.506450963951696,0.218524843867467,1.34090765179366,12.3278371344428,Inf,1.81878923370341,NA,0,0.15154271904666,0.203204791543284,0.0331158490189229,0.120148525083639,NA,0.227911030275473,0,0.221180549638106,0.659032340760977,0,5.13617942958882,0.837032144924255,0.221180549638106
2014,23,Banking,NA,0.246371940920188,0.0627204957912077,10.7160525381612,NA,-0.435938759996211,0.188828162863846,1.29858299420981,12.5313916609933,Inf,1.33349471675443,NA,0,0.136202459857052,0.176870198139911,0.0257188602723438,0.141603982746503,NA,0.254576456868219,0,0.240506177162592,0.672553582449808,0,5.87706205745455,0.854589068464778,0.240506177162592
