year,id,Field,QRA,LRA,CRA,RTR,ITR,NWR,ATR,ETR,FAT,LTA,CAT,GPM,EBI,NPM,REQ,ROA,CAS,ICU,CEQ,LTE,STF,STD,ICR,DER,LER,TFD
2004,167,Manufacturing,0.628226903346521,0.637083411006856,0,4.63639519777808,108.755992983824,-3.93800860859433,0.134901827119734,0.204047201745964,0.144152824076436,Inf,2.24329911431536,0.32604295241707,0.196572164263647,0.149554461065767,0.0305161692890954,0.020175170051679,0.0601354613207275,0.0139016453847675,0,0,0.124252059136189,0.278549164205383,4.91422101449275,0.512560697675794,0.338869506832616,0.163086567138345
2005,167,Manufacturing,0.452770465787623,0.462085874381251,0,4.48792406230622,106.075119970469,-2.70659720002557,0.142716316631192,0.21425139431435,0.150377299116545,Inf,3.15074956187188,0.321298415420189,0.0296627483212996,0.0131131124038423,0.00280950261632401,0.00187145510184717,0.0452959887254268,0.0201594749160022,0,0,0.141176648746877,0.293590267787285,2.10668455925522,0.50123965760705,0.33388383731217,0.173408041190278
2006,167,Manufacturing,0.897805181715776,0.907155985059584,0.316525760360467,4.60622903549948,153.631752472737,-24.2374712643678,0.157865972713007,0.229557377913748,0.169636461246018,Inf,2.4806143389321,0.361606159572641,0.182890239931204,0.119466074821609,0.0274243188856961,0.0188596281079182,0.0636398694611145,0.0103078230181034,0.3489209855565,0,0.136113600066483,0.224631921678346,3.38953125,0.454128296102617,0.312302770890148,0.162268229718802
2007,167,Manufacturing,0.861710253300322,0.869973837996051,0.400092218557982,5.08316442447604,141.967976710335,-15.3504371020213,0.167632131778958,0.2441385861789,0.181347911878103,Inf,2.29427407386924,0.412230040959649,0.214030738820467,0.145135564586275,0.0354331915423697,0.02432938408854,0.0730654343734315,0.00949865885020601,0.459889942759174,0,0.181966570134482,0.268005759693963,3.65158681198163,0.456394926128028,0.313373054204054,0.213197865904439
2008,167,Manufacturing,0.972451470417296,0.98380409934519,0.333108121198032,4.94778662732612,131.72909556314,-158.463815789474,0.181844106366018,0.272037114708248,0.199350787495107,Inf,2.60871470205978,0.417302789378433,-0.004647076917851,0.00408187913637024,0.00111042262284596,0.000742265663847338,0.0697063984123819,0.0115395218778307,0.338591922334685,0,0.127744414911235,0.213707273449921,0.625873681535138,0.495990825023987,0.331546702511384,0.148761985790938
2009,167,Manufacturing,0.978371805256891,0.990345596562488,0.414082608281808,5.18724169970528,119.255515898767,-248.249698189135,0.183352939707872,0.300233460648959,0.202512911049337,Inf,2.42006704313867,0.404206188842447,0.29191903718671,0.20281633748068,0.0608922508779717,0.0371869716978665,0.0757635786280016,0.0120905180445686,0.418119300695734,0,0.0777452710915121,0.196512716289922,3.85097351566927,0.637461941582763,0.389298783314985,0.102561352128849
2010,167,Manufacturing,1.72685958309447,1.74188634934878,0.908363312092033,4.98935753542926,128.799115370439,4.42237958542221,0.170131728450519,0.299188147411843,0.19181149562704,Inf,1.88353450688103,0.410091854632995,0.0704230107588601,0.0534558174319531,0.0159933469858517,0.00909453061543357,0.0903257826331215,0.00862672025641678,0.521482536694564,0,0.0613428673302689,0.120214455005099,4.87866206654582,0.758567611912896,0.431355386494215,0.0890925779378614
2011,167,Manufacturing,1.23507897146006,1.24400714609498,0.512525664613498,5.15539911396158,199.109507217521,11.2435981495647,0.178996232137447,0.327562590517446,0.205319869306435,Inf,2.20538789099899,0.35204206427242,0.051801192533786,0.0448342164217183,0.0146860120749179,0.00802515581032241,0.0811631517829572,0.00717694802875066,0.411995755990912,0,0.077151767822947,0.143849993719053,7.43524761683329,0.829997126788229,0.453551054610086,0.12005303484823
2012,167,Manufacturing,0.889368231525181,0.895283537249147,0.468365497928203,5.02401322528913,214.496397273612,-15.6459962817509,0.11714930443558,0.212258245432644,0.168181592433964,Inf,1.83002738090336,0.225575629909412,0.143980599999438,0.0951346722277377,0.0201931186068693,0.0111449606791864,0.0640150555440057,0.0066071869724544,0.523147671593857,0,0.0562599678382116,0.159574933510981,2.94760554460006,0.811861060025678,0.448081337365629,0.307921182294987
2013,167,Manufacturing,1.83443356715083,1.84129993788926,1.27612924732041,5.45420870979797,189.860580912863,2.52068598250162,0.137502901516012,0.227985977529742,0.175206226190185,Inf,1.15171511000425,0.385258615419857,0.220199121479418,0.165868286401203,0.0378156434163614,0.0228073706496542,0.119389682675522,0.00372908867107504,0.693058866217783,0,0.0709788426838444,0.163374036502753,4.05293092150002,0.658044848625933,0.396880005490366,0.223435706843155
2014,167,Manufacturing,3.08946862383072,3.1022378168836,2.18362011507021,7.01817606492382,142.267586620669,1.37406661005893,0.160375784510458,0.314020282544798,0.19918300461536,Inf,0.931139055446347,0.371103281279837,0.201129564405593,0.110678879081708,0.0347554128809796,0.0177502120614671,0.17223612689469,0.0041161232009325,0.703885467189553,0,0.0592411128768095,0.113472298046798,2.22363781640118,0.958028037108808,0.48928208327569,0.117983232433523
