year,id,Field,QRA,LRA,CRA,RTR,ITR,NWR,ATR,ETR,FAT,LTA,CAT,GPM,EBI,NPM,REQ,ROA,CAS,ICU,CEQ,LTE,STF,STD,ICR,DER,LER,TFD
2003,3,1,13.5493333333333,13.5493333333333,0,9.51933701657459,Inf,1.83064173395665,0.171579366660028,0.172870472559446,0.191164070474415,Inf,1.69553237551663,0.783749274521184,0.485896691816599,0.353453279164248,0.0611016353968095,0.0606452897829118,0.101194981079466,0,0,0,1.00266666666667,1,3.66549912434326,0.00752483194541989,0.00746863174666401,1.00266666666667
2004,3,1,11.6351648351648,11.6351648351648,0,11.2437417654809,Inf,1.76358751808225,0.164609212252141,0.166063436466239,0.185873282076972,13.4605678233438,1.61201360030223,0.786383876259667,0.49800796812749,0.349191469416452,0.0579879353959914,0.0574801327058097,0.102114034410925,0,0,0.0122289946763367,1,1,3.34645669291339,0.00885386261918661,0.00877632898696088,1
2005,3,1,7.24458874458874,7.24458874458874,0,9.7658371040724,Inf,1.49618717504333,0.167234899848902,0.170282851394532,0.195928464436476,10.0150812064965,1.28966238422468,0.784779335109464,0.610795783620989,0.426271284605583,0.0725866898102489,0.0712874355894774,0.12967339506412,0,0,0.0166983069234048,0.998917748917749,1,3.31010671688638,0.0182255710284429,0.0178993452404014,0.998917748917749
2006,3,1,15.447191011236,15.447191011236,12.9213483146067,10.2411428571429,Inf,1.39384041063929,0.175719664287395,0.17726652291745,0.207152434231818,10.5299647473561,1.30360779749782,0.808168731168396,0.601048990068073,0.423278651936168,0.0750331348539099,0.0743783826182446,0.134794885873402,0,0.836485306953739,0.0166875833398698,1,1,3.38104205900816,0.00880299103875294,0.00872617460192956,1
2007,3,1,14.5694682675815,14.5694682675815,12.7547169811321,9.55474452554745,Inf,1.15826064972823,0.186775107523594,0.189021371400281,0.22587881477099,Inf,1.07876147869084,0.813270762850595,0.615082396595002,0.434682964094729,0.0821643699975246,0.0811879573574675,0.17313846592878,0,0.875441488109254,0,1,1,3.40955837870538,0.0120265698489974,0.01188365029862,1
2008,3,1,9.66894197952218,9.66894197952218,8.08646188850967,8.81118881118881,Inf,1.15748031496063,0.18916890080429,0.192803742403707,0.23794108125607,8.328611898017,1.03776914931168,0.813038548752834,0.712244897959184,0.502607709750567,0.0969046474008656,0.0950777479892761,0.18228418230563,0,0.836333686316037,0.0227131367292225,1,1,3.39751216873986,0.0192147947361518,0.0188525469168901,1
2009,3,1,1.97033429267213,1.97033429267213,1.85632056674784,25.2697201017812,Inf,2.26579968058407,0.0677440039291659,0.0909090909090909,146.044117647059,8.9067264573991,1.11584269662921,0.745745644950156,0.569932534487967,0.00231598026382036,0.000210543660347306,0.000156893776092117,0.0607110698791236,0,0.942134831460674,0.00760593740620481,0.120920894123946,0.120920894123946,1.0040801844953,0.341950366620591,0.254815956779175,1
2010,3,1,17.8072289156627,17.8072289156627,13.4543889845095,18.6566866267465,Inf,0.957194060419867,0.257400930796134,Inf,18.4358974358974,Inf,0.903440943359753,0.81437894511608,0.675082914304055,0.475660639777469,Inf,0.122435491421805,0.284911739597389,0,0.755557703460275,0,0.979763912310287,0.979763912310287,3.38519313304721,Inf,0.0163302398590037,1
2011,3,1,25.2722646310433,25.2722646310433,22.6208651399491,17.1941747572816,Inf,0.928294370479086,0.040949681142799,0.0549041734612261,12.578125,Inf,0.89156262585582,0.829023150762281,2.55697346132129,1.78961038961039,0.0982570792591812,0.0732839748243858,0.0459302352467848,0,0.895086588803866,0,0.00713245997088792,0.00715065502183406,3.33215599705666,0.340771696604064,0.254160866810642,1
2012,3,1,7.75249042145594,7.75249042145594,3.33563218390805,33.2605363984674,Inf,0.985133908306854,0.0512368012559833,0.0692088143376491,12.6177325581395,Inf,0.858060689927844,0.720193526091464,1.59060016127174,1.09756940444649,0.0759614771350214,0.0562359454402729,0.0597123278777541,0,0.430265889097559,0,0.0296383844353024,0.0296611132577221,3.22541462275169,0.350763760443906,0.259678095249337,0.99997727117758
2013,3,1,7.65340909090909,7.65340909090909,7.26590909090909,29.1666666666667,Inf,1.22544833475662,0.0413671034955923,0.055780144600793,11.1413043478261,Inf,1.06533036377134,0.729895470383275,1.88306620209059,1.32836236933798,0.0740962450439244,0.0549505036120544,0.0388303055111936,0,0.949368968077209,0,0.0196354062074659,0.0196354062074659,3.39472361809045,0.348417942937106,0.2583901710609,1
2014,3,1,3.60119047619048,3.60119047619048,2.25357142857143,5.28949858088931,Inf,2.55881006864989,0.0265993634421698,0.0349313057223364,Inf,Inf,1.84826446280992,0.66159899839027,8.06063316043642,6.84510820962261,0.239108567572802,0.182075521068732,0.0143915353984195,0,0.625785123966942,0,0.00775889580341471,0.0167544279559598,6.63140082401413,0.313238408816859,0.238523642557079,0.991004467847455
