year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2001,Insurance,150730,32574,5412,0,NA,96331,2163,3618,119151,20342,0,5343,0,0,31579,44179,NA,23514,-9666,-10392,0,-9437
2002,Insurance,211092,32412,4589,1434,NA,151140,3246,0,179014,26246,0,7485,0,0,32079,43676,NA,22511,-8584,-8963,0,-12899
2003,Insurance,284545,47198,5670,1222,NA,210725,3948,0,246835,21644,0,8001,0,0,37710,55097,NA,26570,3417,3365,0,1502
2004,Insurance,338798,51284,5219,174,NA,256665,3498,0,295826,21862,0,9400,0,0,42972,59027,NA,28661,5290,4847,0,5230
2005,Insurance,408678,69589,17682,143,NA,303627,3150,0,359473,23546,0,8507,0,0,49206,68623,NA,36237,6740,7041,0,7724
2006,Insurance,459895,64725,10925,0,NA,327571,3974,0,408826,31483,0,13979,0,0,51069,79292,NA,45093,11888,12854,2813,9818
2007,Insurance,478194,80039,22351,0,NA,325794,5123,0,421410,41317,0,16185,0,0,56783,109527,NA,67788,8711,9115,-3214,15471
2008,Insurance,509349,81470,17777,0,NA,350998,5026,0,456103,50282,0,20213,6196,0,53247,118852,NA,70318,5464,5451,-536,7353
2009,Insurance,567162,112698,26515,0,NA,376496,19894,0,500009,69758,0,13591,0,0,67153,140056,NA,72023,16168,16168,5107,11988
2010,Insurance,591858,105752,27417,346,NA,0,20856,0,510157,68373,0,7832,0,0,81702,147462,NA,73489,0,0,-294,19316
2011,Insurance,604881,101785,25552,272,NA,0,18452,0,527715,82351,0,13689,0,0,77165,173229,NA,82736,0,0,368,20055
2012,Insurance,667720,131279,33723,223,NA,0,25607,0,575277,98356,0,15052,0,0,92443,227988,NA,112361,0,0,3748,24804
2013,Insurance,815650,153943,14627,181,NA,0,37871,0,709093,156947,0,1116,0,0,106557,274123,NA,130645,0,0,-2122,39164
2014,Insurance,1005994,238819,30526,136,NA,0,44179,0,870202,265037,0,436,0,0,135792,353252,NA,201846,0,0,5037,55252
