year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1997,Insurance,371954,269110,87329,0,NA,87098,12562,0,313963,58174,0,46511,230667,0,57990,0,NA,0,0,0,0,4156
1998,Insurance,472085,288690,78692,18242,NA,129457,30722,19460,404677,86516,0,17433,0,0,67407,217733,NA,51196,-10004,-2980,0,1839
1999,Insurance,577399,338739,76135,0,NA,196567,39369,0,491207,104126,0,36282,0,0,86191,227543,NA,0,0,0,0,5549
2000,Insurance,649082,265687,87574,0,NA,344668,37842,0,559444,90742,0,35658,0,0,89638,225148,NA,0,0,0,0,3587
2001,Insurance,676710,266251,103717,0,NA,374685,34973,0,576261,53148,0,30460,0,0,100449,219246,NA,53750,6881,1041,335,-3974
2002,Insurance,785694,265982,112642,5700,NA,435164,33496,0,683032,79185,0,17538,0,0,102661,264662,NA,51820,6691,12843,-777,2170
2003,Insurance,811844,231568,103921,3355,NA,497361,32790,0,698341,83126,0,13922,0,0,113503,267752,NA,52104,-431,1998,-741,4243
2004,Insurance,780988,209552,78198,3388,NA,491657,33001,0,661728,69780,0,8386,0,0,119261,218812,NA,40961,-1887,5253,1142,5889
2005,Insurance,274304,161889,51319,1797,NA,83240,26154,3021,151730,89783,0,12378,0,0,122575,247452,NA,60521,8434,8099,0,7450
2006,Insurance,297043,175499,44509,1822,NA,92308,26447,2789,152309,103426,0,15660,0,0,144734,259894,NA,72185,25847,25847,937,23786
2007,Insurance,384185,157307,81415,836,NA,174174,28967,3924,158175,103231,0,9281,0,0,226009,237996,NA,60643,89428,89428,793,89396
2008,Insurance,385303,173896,74629,635,NA,142803,26749,5908,198003,130007,0,16455,0,0,187301,247942,NA,103008,-28818,-28818,4127,-20600
2009,Insurance,485327,214965,75534,494,NA,178414,35643,7675,251814,147589,0,726,0,0,233513,369083,NA,158699,46222,46222,13969,28917
2010,Insurance,664082,320352,55929,20,NA,0,38897,6964,307028,186808,0,927,0,0,357054,428520,NA,182033,0,0,17745,16992
2011,Insurance,562467,292177,73531,390,NA,0,39419,7217,302995,180277,0,2486,0,0,259472,482253,NA,187097,0,0,6782,50298
2012,Insurance,675571,376615,89999,4,NA,0,52320,14281,391915,252917,0,9720,0,0,283655,574482,NA,232114,0,0,8650,19011
2013,Insurance,959965,569559,109783,0,NA,0,66896,26123,669987,442608,0,35072,0,0,289978,592050,NA,210565,0,0,8886,21839
