year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1992,Insurance,416160,0,0,0,NA,0,0,0,239045,0,0,0,0,0,177115,0,NA,0,0,0,0,27009
1993,Insurance,443958,0,0,0,NA,0,0,0,254466,0,0,0,0,0,189492,0,NA,0,0,0,0,32215
1994,Insurance,512154,0,0,0,NA,0,0,0,305702,0,0,0,0,0,206452,0,NA,0,0,0,0,37866
1995,Insurance,568828,211233,74903,0,NA,0,63665,0,332609,175535,0,3293,0,0,236219,0,NA,0,0,0,6835,47543
1996,Insurance,714033,268857,0,0,NA,0,39646,0,0,196638,0,0,0,0,280053,0,NA,0,0,0,0,58879
1997,Insurance,680637,277452,0,0,NA,0,27390,0,0,160820,0,0,0,0,326048,0,NA,0,0,0,0,63154
1998,Insurance,763746,324271,0,0,NA,0,39944,0,0,202327,0,0,0,0,362753,0,NA,0,0,0,0,55237
1999,Insurance,456999,129352,0,0,NA,0,6725,0,0,29380,0,0,0,0,104421,0,NA,0,0,0,0,24729
2000,Insurance,783509,303960,0,0,NA,0,35715,0,0,222695,0,0,0,0,404846,0,NA,0,0,0,0,35918
2001,Insurance,1031811,724380,281794,2623,NA,148494,32916,2563,377983,214814,0,10769,0,0,653828,579152,NA,127129,-3974,-50705,-2423,285463
2002,Insurance,879570,501767,86636,2171,NA,285515,31964,2643,422247,225328,0,777,0,0,457323,716403,NA,165946,61888,59673,5924,50152
2003,Insurance,994141,479852,70126,1252,NA,418748,32445,1869,490385,259196,0,0,0,0,503757,683873,NA,165505,42963,46106,7609,51439
2004,Insurance,981184,433484,87943,747,NA,451091,35849,1861,458954,222400,0,0,0,0,522230,702021,NA,182839,49318,28903,5464,110875
2005,Insurance,1090389,435348,129603,381,NA,491005,74828,1861,609187,340894,0,38395,0,0,481201,677161,NA,157672,46603,59327,1200,47907
2006,Insurance,1251166,541615,196557,113,NA,534947,80088,915,632441,301779,0,1816,48273,0,618725,738832,NA,183465,44831,54776,2093,186453
2007,Insurance,1154028,420641,57806,55,NA,567744,76653,1656,721579,346249,0,10229,41136,0,432449,745262,NA,127905,21432,21217,1332,19650
2008,Insurance,1338458,599793,96888,5,NA,561247,61306,3062,926999,528874,0,28306,23592,0,411459,882165,NA,108405,-30626,-40170,-17244,-19901
2009,Insurance,1476097,571528,38705,0,NA,751358,63820,7577,851525,448831,0,28297,14209,0,624571,1029463,NA,331199,144841,144841,19570,121839
2010,Insurance,1660803,548608,90144,0,NA,0,70844,13246,858457,437115,0,11458,4621,0,802346,876703,NA,333860,0,0,23925,139128
2011,Insurance,1989420,577107,36075,0,NA,0,122094,17539,1009702,425738,0,7888,163609,0,979718,982686,NA,333971,0,0,14825,128499
2012,Insurance,2204864,634991,45658,0,NA,0,119076,37198,1089497,475692,0,8826,157950,0,1115367,1118599,NA,345151,0,0,19387,102139
2013,Insurance,3039346,1346237,128557,0,NA,0,74380,114619,1895947,1020787,0,89144,178580,0,1143399,1253359,NA,354515,0,0,1815,104148
2014,Insurance,3088083,1088587,133852,0,NA,0,71097,147217,1774807,903005,0,58494,183566,0,1313276,1332721,NA,422991,0,0,17087,180404
